features,condition,is_fault
"[-4.13413884e-01 -1.82944570e-01 -3.60080005e-04 ...  4.34093070e-01
  4.00374899e-01  3.26892504e-01]",Ball_014,1
"[ 0.18586381  0.02796186 -0.16410105 ...  0.02872187  0.04443822
  0.03834057]",Ball_014,1
[0.04089617 0.06618018 0.11174727 ... 0.05751484 0.08007693 0.09943455],Ball_014,1
"[ 0.13943519  0.19498891  0.23223092 ... -0.25051934 -0.24438107
 -0.21214477]",Ball_014,1
"[-0.14102133 -0.07489605 -0.04641136 ...  0.05202921  0.06758131
  0.08392677]",Ball_014,1
"[ 0.09206188  0.0468358  -0.00501192 ...  0.29013917  0.27262313
  0.23477845]",Ball_014,1
[0.16975629 0.10958912 0.0736018  ... 0.12560979 0.13515796 0.07358675],Ball_014,1
"[-0.01074144 -0.11735959 -0.20829377 ...  1.91714028  1.48158356
  0.91057435]",Ball_014,1
"[ 0.30003573 -0.23862101 -0.66602818 ...  0.04426083  0.14210022
  0.22396536]",Ball_014,1
"[ 0.29340469  0.27613896  0.23595471 ... -0.14631871 -0.05368748
  0.015784  ]",Ball_014,1
"[-0.00363533 -0.06451481 -0.11200139 ... -0.02612082  0.01296398
  0.0477412 ]",Ball_014,1
"[ 0.09916754  0.19262995  0.26106244 ... -0.01743758 -0.07127498
 -0.08431597]",Ball_014,1
"[-0.05906444 -0.03809355 -0.02129299 ... -0.31632496 -0.3193659
 -0.26665629]",Ball_014,1
"[-0.19597492 -0.13009979 -0.04827325 ... -0.03114815 -0.02822964
 -0.04954061]",Ball_014,1
"[-0.09317341 -0.12207978 -0.12270005 ...  0.24124173  0.28975136
  0.30573939]",Ball_014,1
"[ 0.28961228  0.26528277  0.24757205 ... -0.18973491 -0.24669516
 -0.2605514 ]",Ball_014,1
"[-0.22155891 -0.14283998 -0.07339213 ... -0.15454496 -0.11339446
 -0.07914821]",Ball_014,1
"[-0.07138182 -0.10839645 -0.16363724 ... -0.21898575  0.08979698
  0.34709948]",Ball_014,1
"[ 5.50175698e-01  7.17307506e-01  8.44404610e-01 ...  1.34293902e-01
  9.99807358e-02 -1.94601312e-04]",Ball_014,1
"[-0.12491382 -0.23390083 -0.33993988 ... -0.19979044 -0.17495404
 -0.12520299]",Ball_014,1
"[-0.06048376 -0.02346687 -0.03896957 ...  0.26089272  0.24901634
  0.21504456]",Ball_014,1
"[ 0.14369995  0.04211788 -0.07618386 ... -0.22446919 -0.25039814
 -0.2788886 ]",Ball_014,1
"[-0.30209422 -0.29240892 -0.22178193 ...  0.05111567  0.0685065
  0.07217879]",Ball_014,1
"[ 0.0555821   0.02701873 -0.0124546  ... -0.25601373 -0.21244535
 -0.11721256]",Ball_014,1
[0.01531444 0.1897983  0.29689558 ... 0.01044009 0.07637395 0.15113015],Ball_014,1
"[ 0.1967596   0.20819728  0.20013048 ... -0.37345961 -0.34945125
 -0.34327157]",Ball_014,1
"[-0.35609629 -0.31599852 -0.22969108 ...  0.41628231  0.50265619
  0.55153455]",Ball_014,1
[0.56723018 0.54933053 0.47690863 ... 0.12195562 0.10044222 0.08862596],Ball_014,1
"[ 0.06221541 -0.02441068 -0.10223257 ...  0.03877739  0.03656855
  0.0120242 ]",Ball_014,1
"[-0.06901327 -0.17586769 -0.29248939 ...  0.03877739  0.04860269
  0.029413  ]",Ball_014,1
[0.02005155 0.05485582 0.10151241 ... 0.1553163  0.06804279 0.00074479],Ball_014,1
"[-0.03490249 -0.017805   -0.0059422  ... -0.04760108 -0.07081127
 -0.05893899]",Ball_014,1
"[-0.04342996 -0.04988835 -0.09246375 ... -0.12620986  0.00046614
  0.14361055]",Ball_014,1
[0.24507987 0.31531172 0.38573145 ... 0.30339318 0.20457611 0.07405757],Ball_014,1
"[-0.048641   -0.12821352 -0.15200652 ... -0.32592043 -0.3064088
 -0.24457054]",Ball_014,1
"[-0.15144478 -0.06121272  0.01080349 ... -0.32592043 -0.31519478
 -0.23658237]",Ball_014,1
"[-0.12965092 -0.05791063 -0.02501449 ...  0.76316498  0.76694572
  0.60039622]",Ball_014,1
"[ 0.28298125 -0.08904981 -0.33296055 ... -0.11341152 -0.24160328
 -0.35453521]",Ball_014,1
"[-0.44516111 -0.44432777 -0.3627286  ...  0.11875494  0.13330536
  0.12998154]",Ball_014,1
"[ 0.13375112  0.11241852  0.05453019 ... -0.33689606 -0.26196857
 -0.07491759]",Ball_014,1
[0.15885823 0.37382208 0.51831631 ... 0.21199527 0.27446463 0.28929447],Ball_014,1
"[ 0.22423298  0.12327019  0.02289802 ... -0.21395799 -0.23558621
 -0.28546657]",Ball_014,1
"[-0.27509318 -0.25986296 -0.2115493  ...  0.3742419   0.41146831
  0.45049969]",Ball_014,1
[0.47816536 0.45307229 0.36341099 ... 0.0058702  0.02175884 0.01484461],Ball_014,1
"[ 0.02005155  0.01758289  0.00196673 ...  0.22980603  0.14210022
 -0.00489447]",Ball_014,1
"[-0.20308284 -0.341013   -0.41669015 ...  0.48710912  0.58226254
  0.62060319]",Ball_014,1
"[ 0.61791674  0.57764711  0.54667957 ... -0.43105431 -0.43970728
 -0.39776506]",Ball_014,1
"[-0.27557007 -0.13623354 -0.01478052 ...  0.08310713  0.27308905
  0.42558452]",Ball_014,1
"[ 0.49853536  0.42430338  0.25408311 ...  0.04471869  0.03286779
 -0.00113399]",Ball_014,1
"[-0.07754051 -0.13387458 -0.15712395 ...  0.38473557  0.33139604
  0.21457148]",Ball_014,1
"[ 0.04942341 -0.1140575  -0.19480338 ... -0.27062601 -0.16477028
 -0.02040292]",Ball_014,1
"[ 0.15222719  0.26435547  0.30106534 ... -0.09695902  0.04999159
  0.22067638]",Ball_014,1
"[ 0.34361436  0.40116612  0.3996901  ... -0.91959061 -1.17147334
 -1.3029112 ]",Ball_014,1
"[-1.21358928 -0.83689224 -0.24457065 ... -0.39538897 -0.33372078
 -0.23846114]",Ball_014,1
"[-0.12396685 -0.02205149  0.08755822 ...  0.30659167  0.12914089
 -0.03497154]",Ball_014,1
"[-0.17181478 -0.30891938 -0.41900916 ...  0.34863208  0.40268233
  0.4533156 ]",Ball_014,1
"[ 0.46585707  0.42430338  0.29689558 ... -0.18150866 -0.16199471
 -0.18018757]",Ball_014,1
"[-0.22439981 -0.25466103 -0.25386898 ... -0.16642757 -0.26751528
 -0.31459434]",Ball_014,1
"[-0.27225455 -0.16454332 -0.01850195 ... -0.0882771  -0.03008102
  0.07452839]",Ball_014,1
"[ 0.19581036  0.29454925  0.31083193 ... -0.10655668 -0.01897263
  0.07170797]",Ball_014,1
[0.11859057 0.12279975 0.13361061 ... 1.2247551  1.30894782 1.16763315],Ball_014,1
"[ 0.83726326  0.33512427 -0.25621029 ...  0.04928859  0.14024762
  0.26579852]",Ball_014,1
"[ 0.42984055  0.60028679  0.71739429 ... -0.24229309 -0.23373583
 -0.18159778]",Ball_014,1
"[-0.11543961 -0.08480458 -0.06036777 ...  0.3134487   0.33463532
  0.32876227]",Ball_014,1
[0.24982606 0.12657454 0.00196673 ... 0.29105928 0.23605923 0.12669256],Ball_014,1
"[-0.00979402 -0.0928246  -0.13293491 ... -0.05034324 -0.02591533
  0.0256532 ]",Ball_014,1
"[ 0.10295768  0.18413725  0.23921024 ... -0.07822158 -0.17541553
 -0.22718173]",Ball_014,1
"[-0.25944666 -0.29428614 -0.30225599 ...  0.44872725  0.4753442
  0.42134939]",Ball_014,1
"[ 0.30950539  0.15393893 -0.03106175 ...  0.17359807  0.21615764
  0.19060696]",Ball_014,1
"[ 0.14985864  0.116666    0.05546002 ... -0.37985659 -0.42304497
 -0.39166017]",Ball_014,1
"[-0.16234057 -0.10462166 -0.06036777 ... -0.09376053 -0.18791337
 -0.26478652]",Ball_021,1
"[-0.3475804  -0.39667361 -0.40226324 ...  0.15623203  0.38972522
  0.5458802 ]",Ball_021,1
"[ 0.61507811  0.61727221  0.52295433 ...  0.19142417  0.08748289
 -0.04343076]",Ball_021,1
"[-0.17134016 -0.24663197 -0.27248794 ... -0.3931106  -0.46979262
 -0.47156443]",Ball_021,1
"[-0.43712211 -0.33533612 -0.19898875 ... -0.46759595 -0.43600208
 -0.34043313]",Ball_021,1
"[-0.21824112 -0.11217124 -0.03106175 ...  0.33309969  0.38093924
  0.40490448]",Ball_021,1
[0.35735332 0.2445203  0.12291195 ... 0.12058422 0.13654463 0.08439759],Ball_021,1
"[ 0.01483983 -0.03762176 -0.11758485 ...  0.61371231  0.55126754
  0.44813433]",Ball_021,1
"[ 0.3052361   0.15205267  0.00103534 ...  0.08173572 -0.03563516
 -0.18065614]",Ball_021,1
"[-0.32389489 -0.42168809 -0.51578317 ... -0.2212707  -0.1226508
 -0.04343076]",Ball_021,1
"[ 0.00584024  0.02418707 -0.01291996 ... -0.28022147 -0.05044642
  0.16851896]",Ball_021,1
[0.37724643 0.52574093 0.62436636 ... 0.57533045 0.54245937 0.4349784 ],Ball_021,1
"[ 0.25738817  0.05627165 -0.13898217 ...  0.09864609  0.17912782
  0.28129729]",Ball_021,1
"[ 0.39430091  0.45544708  0.48295143 ... -0.05765551 -0.15551394
 -0.22295336]",Ball_021,1
"[-0.262308   -0.25843808 -0.22689936 ... -0.07685017 -0.09395436
 -0.14353118]",Ball_021,1
"[-0.16755229 -0.18294457 -0.1720102  ... -0.32226188 -0.33185709
 -0.3183564 ]",Ball_021,1
"[-0.30920214 -0.26079026 -0.1445634  ...  0.76270493  0.89933455
  0.89131352]",Ball_021,1
"[ 0.78183052  0.56113664  0.2494451  ... -0.5782067  -0.15690283
  0.33252432]",Ball_021,1
[0.82400119 1.23915114 1.43749108 ... 0.27688516 0.25041411 0.23667074],Ball_021,1
"[ 0.17259719  0.06712332 -0.0701366  ...  0.50995859  0.30177662
  0.10413374]",Ball_021,1
"[-0.14433685 -0.4150839  -0.64368542 ... -0.52245223 -0.41286121
 -0.24410198]",Ball_021,1
"[-0.03111258  0.17941932  0.40852017 ... -0.25645188 -0.3776729
 -0.46404032]",Ball_021,1
"[-0.47643144 -0.42734236 -0.30970357 ... -1.02288427 -0.87663254
 -0.59233319]",Ball_021,1
"[-0.22013733  0.14403266  0.48435621 ...  0.31390876  0.30364032
  0.23338176]",Ball_021,1
"[ 0.1508056   0.01522393 -0.11246743 ...  0.8957051   0.79889476
  0.58255461]",Ball_021,1
"[ 0.29056606 -0.09612895 -0.48320556 ... -0.34969002 -0.25549002
 -0.17266797]",Ball_021,1
"[-0.0993321  -0.01403035  0.02382785 ...  0.32808289  0.21105467
  0.07922758]",Ball_021,1
"[-0.05906444 -0.14708521 -0.22689936 ...  0.53098975  0.41750313
  0.28929447]",Ball_021,1
"[ 0.16738774  0.06098957 -0.04315582 ... -0.15180215 -0.13653754
 -0.08055617]",Ball_021,1
"[-0.0912772  -0.05460854 -0.05618018 ...  0.38017882  0.32447375
  0.26063977]",Ball_021,1
"[ 0.14938402  0.03220935 -0.03850443 ... -0.58368357 -0.52532626
 -0.41799456]",Ball_021,1
"[-0.25045388 -0.0319598   0.179663   ... -0.00692595 -0.32398077
 -0.63603611]",Ball_021,1
"[-0.85826108 -0.96051714 -0.9009393  ...  0.83033325  0.90672276
  0.9143364 ]",Ball_021,1
"[ 0.83678637  0.67765978  0.45039612 ... -0.11478293 -0.23466102
 -0.29625714]",Ball_021,1
"[-0.32151044 -0.33958813 -0.2948084  ...  0.32898109  0.25780232
  0.12857134]",Ball_021,1
"[-0.03490249 -0.21031122 -0.37528246 ...  0.55202091  0.31149445
  0.0096746 ]",Ball_021,1
"[-0.27130077 -0.51652146 -0.65764407 ... -0.40270607 -0.41749826
 -0.40999738]",Ball_021,1
"[-0.32151044 -0.18530353 -0.02547963 ...  0.12469625  0.24577706
  0.34052151]",Ball_021,1
"[ 0.39620847  0.3756993   0.29455427 ... -0.30992798 -0.3193659
 -0.31317512]",Ball_021,1
"[-0.28551662 -0.24948173 -0.23062092 ...  0.25723417  0.39944305
  0.42276861]",Ball_021,1
"[ 0.35262984  0.23038463  0.06615868 ...  0.0223227  -0.0476693
 -0.13460137]",Ball_021,1
"[-0.21397864 -0.27589846 -0.28225454 ...  0.15623203  0.07637395
  0.03834057]",Ball_021,1
"[-0.01926891 -0.01450214 -0.07106643 ...  0.00449879 -0.0661831
 -0.11909359]",Ball_021,1
"[-0.17323637 -0.20134582 -0.23062092 ...  0.19324249  0.1828308
  0.11964377]",Ball_021,1
"[ 0.05795065 -0.03998095 -0.10688397 ...  0.37332178  0.74890783
  0.9918753 ]",Ball_021,1
[1.0807722  1.0084118  0.79648586 ... 0.56983167 0.51607922 0.4152445 ],Ball_021,1
[0.28725054 0.15535476 0.02754941 ... 0.12103989 0.11247636 0.09802434],Ball_021,1
[0.14038216 0.13270829 0.08151096 ... 0.15394708 0.19996125 0.22256867],Ball_021,1
"[ 0.2114478   0.14544623  0.06104348 ... -0.03206213  0.00231874
  0.0355224 ]",Ball_021,1
"[ 0.04326472  0.02371664  0.00103534 ... -0.69291415 -0.37953659
 -0.05376898]",Ball_021,1
[0.25929573 0.55735959 0.76531304 ... 0.42587777 0.29159287 0.09379597],Ball_021,1
"[-0.08748934 -0.22399229 -0.32040669 ...  0.24078167  0.21291836
  0.16099936]",Ball_021,1
"[ 0.09916754  0.0133354  -0.10735    ... -0.15637205 -0.16569547
 -0.15151936]",Ball_021,1
"[-0.19929271 -0.2414504  -0.26318961 ... -0.53524618 -0.49941204
 -0.39636837]",Ball_021,1
"[-0.26514662 -0.12821352  0.02243421 ...  0.55337917  0.62162198
  0.63752118]",Ball_021,1
"[ 0.58333088  0.45589942  0.30106534 ... -0.06268262 -0.12311451
 -0.20368578]",Ball_021,1
"[-0.22108429 -0.21267018 -0.20457221 ... -0.2482344  -0.18606299
 -0.09512456]",Ball_021,1
[0.00820879 0.08127934 0.11081743 ... 0.06574109 0.05925015 0.06794817],Ball_021,1
"[ 0.04895106  0.03173665  0.02615578 ... -0.46897612 -0.5665272
 -0.61067039]",Ball_021,1
"[-0.62851382 -0.54388811 -0.41854089 ...  0.31892557  0.56792985
  0.7056662 ]",Ball_021,1
"[ 0.7335057   0.61917204  0.41039322 ... -0.14997507 -0.28233608
 -0.33998259]",Ball_021,1
"[-0.36179626 -0.31222147 -0.213875   ...  0.08630781 -0.00925169
 -0.10687479]",Ball_021,1
"[-0.19076547 -0.27212141 -0.32783198 ... -0.26422903 -0.26520785
 -0.18535759]",Ball_021,1
"[-0.0993321   0.00106813  0.11919039 ... -0.20436033 -0.35777131
 -0.44993825]",Ball_021,1
"[-0.49300904 -0.46178815 -0.35155722 ... -0.29531571 -0.12218932
  0.05948918]",Ball_021,1
"[ 0.25502643  0.46205127  0.61600455 ... -0.08462074 -0.02869246
  0.02659259]",Ball_021,1
[0.08353464 0.1747014  0.21314369 ... 0.35001225 0.31752927 0.23667074],Ball_021,1
"[ 0.11716899 -0.01308676 -0.18782629 ...  0.12012635  0.09488886
  0.11400294]",Ball_021,1
[0.1110103  0.08222247 0.0777894  ... 0.07488088 0.05415827 0.00262581],Ball_021,1
"[-0.11922975 -0.23012604 -0.35249374 ...  0.18136865  0.13376906
  0.03082096]",Ball_021,1
"[-0.10027906 -0.21078166 -0.30040524 ... -0.027949   -0.12033672
 -0.18018757]",Ball_021,1
"[-0.21161008 -0.16218436 -0.08362699 ...  0.58538597  0.8067489
  0.94299111]",Ball_021,1
"[ 0.95049049  0.80411182  0.54621131 ...  0.00678374 -0.00184794
 -0.01664335]",Ball_021,1
"[-0.03395507 -0.05979689 -0.06688107 ... -0.36112571 -0.18421038
 -0.0321518 ]",Ball_021,1
"[ 0.04847644  0.08835622  0.11639866 ... -0.02932019 -0.0680357
 -0.13554076]",Ball_021,1
"[-0.17465795 -0.1598254  -0.14037803 ... -0.75552566 -0.82850931
 -0.76764049]",Ball_021,1
"[-0.52144074 -0.22021976  0.14616894 ... -0.75096891 -0.5554116
 -0.27370733]",Ball_021,1
"[ 0.11527505  0.41862649  0.68949929 ... -0.19522054  0.37352883
  0.89131352]",Ball_021,1
"[ 1.26457909  1.44297616  1.39563743 ...  0.32716277  0.11016227
 -0.17407818]",Ball_021,1
"[-0.41152903 -0.53350688 -0.59344766 ...  0.19644098  0.10368372
 -0.03356156]",Ball_021,1
"[-0.16470912 -0.20134582 -0.21992226 ... -0.89720119 -0.91783349
 -0.80053032]",Ball_021,1
"[-0.55507282 -0.26929428  0.07220594 ...  0.97338894  0.7850058
  0.50593933]",Ball_021,1
"[ 0.16122905 -0.22021976 -0.55484955 ...  0.71380748  0.79609922
  0.77946557]",Ball_021,1
"[ 0.67807296  0.44316601  0.17640524 ... -0.35562694 -0.35916908
 -0.35124623]",Ball_021,1
"[-0.33431833 -0.28580474 -0.23062092 ... -0.52199217 -0.46238222
 -0.33151233]",Ball_021,1
"[-0.13438803  0.09637623  0.36153795 ... -0.36706263 -0.48505716
 -0.53358204]",Ball_021,1
"[-0.5024787  -0.42689001 -0.34785573 ...  0.32030574  0.23605923
  0.10789354]",Ball_021,1
"[-0.04627245 -0.21833124 -0.35947307 ...  0.07076885  0.07683765
  0.09097556]",Ball_021,1
"[ 0.03568444 -0.03007241 -0.07618386 ...  0.41124359  0.46378486
  0.44063274]",Ball_021,1
"[ 0.37252295  0.2520744   0.11081743 ... -0.23817887 -0.28417759
 -0.28028529]",Ball_021,1
"[-0.21966271 -0.1258523  -0.00175572 ... -0.0105823  -0.14579389
 -0.27136449]",Ball_021,1
"[-0.35137281 -0.40470267 -0.43390433 ... -0.08507642  0.05600866
  0.24088335]",Ball_021,1
"[ 0.39053121  0.4960221   0.51459252 ... -0.76696135 -0.75258597
 -0.66189743]",Ball_021,1
"[-0.49396282 -0.21078166  0.09406928 ...  0.12149776  0.15135656
  0.16663793]",Ball_021,1
"[ 0.13517271  0.12138393  0.08476649 ... -0.06862392 -0.08886248
 -0.0824372 ]",Ball_021,1
"[-0.04295625  0.00672896  0.03592237 ...  0.39433104  0.51237402
  0.59381825]",Ball_021,1
"[ 0.55301433  0.43703679  0.24431652 ...  0.14343369  0.00185504
 -0.16279877]",Ball_021,1
"[-0.32530285 -0.47216939 -0.56182887 ... -0.24137955 -0.46468965
 -0.65718923]",Ball_021,1
"[-0.76211105 -0.73592964 -0.62649354 ...  0.03009327  0.16755739
  0.28037367]",Ball_021,1
[0.38483125 0.45497212 0.49318629 ... 0.0223227  0.07868803 0.14032157],Ball_021,1
"[ 0.22802539  0.26953477  0.25733864 ... -0.04760108  0.08887179
  0.20423146]",Ball_021,1
"[ 0.2929278   0.35588674  0.3354937  ... -0.0105823   0.00278245
  0.03834057]",Ball_021,1
"[ 0.05084499  0.07278663  0.13500648 ... -0.21167304 -0.27308417
 -0.34232542]",Ball_021,1
"[-0.34851148 -0.27777568 -0.13153904 ... -0.38397519 -0.31426293
 -0.21496294]",Ball_021,1
"[-0.13675885  0.00625852  0.14012167 ...  0.53326813  0.39806747
  0.24041027]",Ball_021,1
"[ 0.05700368 -0.10886688 -0.24597543 ...  0.06985312 -0.29806655
 -0.63087736]",Ball_021,1
"[-0.9108552  -1.0930984  -1.14468049 ...  0.14160661  0.17218556
  0.15395057]",Ball_021,1
"[ 0.18302063  0.15630016  0.09313945 ... -0.24457804 -0.19254154
 -0.14775955]",Ball_021,1
"[-0.10359458 -0.04139632  0.00940763 ... -0.05857059 -0.06248012
 -0.0739782 ]",Ball_021,1
"[-0.07990906 -0.08574772 -0.10409447 ... -0.06496756  0.04166043
  0.17509693]",Ball_021,1
[0.27966573 0.36013875 0.35549515 ... 0.288759   0.20273461 0.11870439],Ball_021,1
"[ 0.03568444 -0.09943104 -0.22457366 ... -0.55307885 -0.42675017
 -0.24974055]",Ball_021,1
"[-0.02021645  0.1897983   0.39690283 ... -0.15545851 -0.22355207
 -0.28028529]",Ball_021,1
"[-0.32814147 -0.33628604 -0.31249084 ...  0.43319486  0.49757541
  0.47820825]",Ball_021,1
"[ 0.42652503  0.34550551  0.20384536 ...  0.2435201   0.04073524
 -0.16655857]",Ball_021,1
"[-0.32625663 -0.46509024 -0.5469337  ...  0.52871138  0.65541252
  0.68969436]",Ball_021,1
"[ 0.63449433  0.48941792  0.26572275 ...  0.25495579  0.14626468
 -0.01570351]",Ball_021,1
"[-0.19123781 -0.31977558 -0.37296345 ...  0.46609986  0.46702414
  0.36590975]",Ball_021,1
"[ 0.21097091  0.02985039 -0.16596294 ... -0.88898589 -0.71555615
 -0.4781424 ]",Ball_021,1
"[-0.12965092  0.22093069  0.5597017  ... -0.87801025 -0.88497479
 -0.73191222]",Ball_021,1
"[-0.45842318 -0.11500063  0.28293693 ...  0.05934192  0.1041452
  0.17556775]",Ball_021,1
[0.22282502 0.23746377 0.22105954 ... 0.6416005  0.6072671  0.49420262],Ball_021,1
"[ 0.2971971   0.05721478 -0.16689278 ...  0.36052783  0.40869496
  0.42369223]",Ball_021,1
[0.32751365 0.14922101 0.03359667 ... 0.48621091 0.47350269 0.32031454],Ball_021,1
"[ 0.15743891 -0.03290339 -0.25574203 ...  0.40118807  0.05832274
 -0.2741804 ]",Ball_021,1
"[-0.527118   -0.72695067 -0.86744746 ... -0.4507053  -0.33696006
 -0.27183756]",Ball_021,1
"[-0.2277176  -0.16973394 -0.06967057 ... -1.5141809  -0.78313724
  0.05901836]",Ball_021,1
[0.81073911 1.43919911 1.88731187 ... 0.15348922 0.32447375 0.49231033],Ball_021,1
[0.61223948 0.7130555  0.73414021 ... 0.7444122  0.68687345 0.57784641],Ball_021,1
"[ 0.43315606  0.25632641  0.09034772 ... -0.28799862 -0.36424986
 -0.41094352]",Ball_021,1
"[-0.37362766 -0.29335884 -0.20689791 ... -2.10465259 -1.95832931
 -1.53600098]",Ball_021,1
"[-0.91276276 -0.14189459  0.66624231 ...  0.54744225  0.61281381
  0.58113539]",Ball_021,1
[0.49617362 0.39410959 0.28153215 ... 0.3381165  0.28835359 0.22162252],Ball_021,1
"[1.64544567e-01 1.01566850e-01 5.70199245e-04 ... 7.82355914e-01
 8.07214823e-01 6.91586652e-01]",Ball_021,1
"[ 0.53832158  0.30115344 -0.00315114 ...  0.05705697 -0.08654839
 -0.19569535]",Ball_021,1
"[-0.30540974 -0.38111307 -0.39853944 ...  0.02552338  0.24207186
  0.42745429]",Ball_021,1
"[ 0.52932881  0.55310759  0.50946394 ... -0.13809246 -0.12172561
 -0.0923064 ]",Ball_021,1
"[-0.05858982  0.01239227  0.11407296 ... -0.74685031 -0.99790576
 -1.1139749 ]",Ball_021,1
"[-1.07429209 -0.85955454 -0.54229568 ... -0.44520653 -0.53737371
 -0.59751446]",Ball_021,1
"[-0.54369559 -0.44055072 -0.30783053 ... -0.27520467 -0.4216472
 -0.56367849]",Ball_021,1
"[-0.65835349 -0.70431098 -0.69858349 ...  0.01226937  0.09072217
  0.15676873]",Ball_021,1
[0.19107326 0.18508038 0.13081888 ... 0.63518162 0.67021114 0.60605057],Ball_021,1
[0.51084366 0.39268471 0.21314369 ... 0.15440276 0.17218556 0.16663793],Ball_021,1
[0.12474926 0.09873519 0.05453019 ... 0.39389289 0.24160594 0.06794817],Ball_021,1
"[-0.10264761 -0.22918291 -0.32551297 ...  0.97430905  1.08122219
  1.08962118]",Ball_021,1
"[ 0.88131878  0.5540575   0.13733218 ... -0.8035249  -0.97429897
 -1.0608781 ]",Ball_021,1
"[-1.0250362  -0.8449213  -0.55018923 ... -0.68104031 -0.72944511
 -0.6576623 ]",Ball_021,1
"[-0.43996074 -0.13151562  0.21454847 ... -0.11569647  0.01435288
  0.10789354]",Ball_021,1
"[ 0.19012629  0.22753488  0.22618811 ... -0.00052678 -0.08747358
 -0.15340038]",Ball_021,1
"[-0.19360637 -0.22021976 -0.23620438 ...  0.56663319  0.6364206
  0.65446169]",Ball_021,1
"[ 0.58996192  0.42382842  0.2336134  ...  0.35548911  0.10923708
 -0.15997835]",Ball_021,1
"[-0.445638   -0.6472255  -0.72418178 ...  0.05065999 -0.16060582
 -0.34937646]",Ball_021,1
"[-0.47075419 -0.48302558 -0.3869221  ... -0.34969002 -0.05414896
  0.24701077]",Ball_021,1
"[ 0.48005021  0.66209924  0.68158344 ... -0.17465382 -0.16060582
 -0.08290577]",Ball_021,1
[0.02005155 0.13553769 0.24199751 ... 0.45054557 0.32261006 0.19671636],Ball_021,1
"[ 0.00536562 -0.20653643 -0.36598413 ...  0.25723417  0.35455909
  0.43168941]",Ball_021,1
"[ 0.44121777  0.36106605  0.26710524 ... -0.34741164 -0.60493261
 -0.80663521]",Ball_021,1
"[-0.89332383 -0.81330264 -0.58740486 ...  0.27368667  0.07498727
 -0.17266797]",Ball_021,1
"[-0.37078903 -0.4839755  -0.47484375 ...  0.33903661 -0.00925169
 -0.25537012]",Ball_021,1
"[-0.36890418 -0.39337152 -0.39575217 ... -1.00827199 -0.99420056
 -0.88840924]",Ball_021,1
"[-0.73084071 -0.50804006 -0.23759801 ...  0.20603644  0.44201958
  0.55576968]",Ball_021,1
"[ 0.66101848  0.69086815  0.58251272 ...  0.29151934  0.06480351
 -0.19992598]",Ball_021,1
"[-0.37553522 -0.45991093 -0.500888   ...  0.98756306  0.87987669
  0.59805338]",Ball_021,1
"[ 0.25171091 -0.13198605 -0.48229133 ...  0.15166213  0.19763164
  0.30150426]",Ball_021,1
"[ 0.38435436  0.41862649  0.44294853 ... -0.29119711 -0.09626844
  0.11212417]",Ball_021,1
"[ 0.2971971   0.44599315  0.5536589  ... -0.23726533 -0.2013364
 -0.14775955]",Ball_021,1
"[-0.07138182  0.00578582  0.09174359 ...  1.10912754  1.11408089
  0.95662011]",Ball_021,1
"[ 0.68945018  0.3412535  -0.04315582 ... -0.58734211 -0.735014
 -0.81510547]",Ball_021,1
"[-0.80332794 -0.69252749 -0.51437839 ... -0.0658811  -0.1032107
 -0.108285  ]",Ball_021,1
"[-0.10264761 -0.13009979 -0.13246888 ... -0.60791322 -0.6544758
 -0.6379284 ]",Ball_021,1
"[-0.53658767 -0.39809849 -0.20875757 ...  0.16674323  0.27679425
  0.32031454]",Ball_021,1
[0.33225984 0.3327721  0.3257271  ... 1.03188185 1.12102536 1.03370846],Ball_021,1
"[ 0.87657259  0.59840957  0.21780401 ...  0.04791718 -0.00555093
 -0.07115779]",Ball_021,1
"[-0.14812699 -0.20889539 -0.27155142 ...  0.05842838 -0.0161955
 -0.06457757]",Ball_021,1
"[-0.09743589 -0.10037417 -0.11758485 ...  0.18091078  0.28187503
  0.32126068]",Ball_021,1
"[ 0.22945606  0.07656142 -0.11711882 ... -0.78021536 -0.82016706
 -0.78548209]",Ball_021,1
"[-0.65599175 -0.43962342 -0.15061066 ... -0.35334856 -0.15319985
  0.09426679]",Ball_021,1
[0.30762054 0.48326608 0.56668102 ... 0.15577416 0.15829882 0.17932755],Ball_021,1
"[ 0.17638733  0.14875058  0.07685956 ... -0.05445637 -0.02174975
  0.00403377]",Ball_021,1
[0.02052617 0.02465977 0.00801399 ... 0.71014894 0.70216018 0.58302769],Ball_021,1
"[ 0.36209951  0.01663749 -0.23201678 ... -0.18927924 -0.29575912
 -0.4156292 ]",Ball_021,1
"[-0.48353937 -0.48445045 -0.39111416 ...  0.31664719  0.17773892
  0.02847136]",Ball_021,1
"[-0.10359458 -0.21927437 -0.2827228  ...  0.43043452  0.45036183
  0.41382528]",Ball_021,1
"[ 0.30239747  0.12515871 -0.12363211 ... -0.58322351 -0.58736064
 -0.53829024]",Ball_021,1
"[-0.45701522 -0.35847338 -0.23527231 ... -0.07410735  0.15413435
  0.3799893 ]",Ball_021,1
"[ 0.55585296  0.64936583  0.65507093 ... -0.18882137 -0.23558621
 -0.24833035]",Ball_021,1
"[-0.21966271 -0.10131731  0.00754796 ...  0.12286916  0.11988232
  0.06042856]",Ball_021,1
"[-0.00316162 -0.0895225  -0.15433222 ... -0.05262819 -0.14949687
 -0.18864657]",Ball_021,1
